ncv_id	ncv_location	ncv_sample_id	target_gene_name	target_gene_id	target_promoter_location	chiapet_factor	chiapet_petcount
HS_chr6_53648646_53648675	chr6:53648146..53649175,.	TCGA-A8-A08L	LRRC1	74372	chr6:53659554..53660555,+	POLR2A-human	3
HS_chr6_53648646_53648675	chr6:53648146..53649175,.	TCGA-A8-A08L	LRRC1_ENST00000370882	101347	chr6:53659554..53660555,+	POLR2A-human	3
HS_chr6_53792086_53792127	chr6:53791586..53792627,.	TCGA-A2-A0EY	LRRC1	74372	chr6:53659554..53660555,+	POLR2A-human	7
HS_chr6_53792086_53792127	chr6:53791586..53792627,.	TCGA-A2-A0EY	LRRC1_ENST00000370882	101347	chr6:53659554..53660555,+	POLR2A-human	7
HS_chr6_54164894_54164948	chr6:54164394..54165448,.	TCGA-B6-A0RT	TINAG_ENST00000370869	101569	chr6:54172363..54173364,+	POLR2A-human	2
HS_chr6_54164894_54164948	chr6:54164394..54165448,.	TCGA-B6-A0RT	TINAG	58597	chr6:54172848..54173849,+	POLR2A-human	2
HS_chr6_54164894_54164948	chr6:54164394..54165448,.	TCGA-B6-A0RT	TINAG_ENST00000370864	105183	chr6:54172902..54173903,+	POLR2A-human	2
HS_chr6_56678835_56678914	chr6:56678335..56679414,.	TCGA-A2-A0CM	DST_ENST00000370769	85714	chr6:56707442..56708443,-	POLR2A-human	8
HS_chr6_57043782_57043833	chr6:57043282..57044333,.	TCGA-AQ-A04J	BAG2	1378	chr6:57036995..57037996,+	POLR2A-human	2
HS_chr6_71971943_71971996	chr6:71971443..71972496,.	TCGA-AO-A03N	OGFRL1	69232	chr6:71998139..71999140,+	POLR2A-human	2
HS_chr6_7543556_7543620	chr6:7543056..7544120,.	TCGA-A8-A092	RIOK1	41	chr6:7389735..7390736,+	POLR2A-human	11
HS_chr6_74102838_74102852	chr6:74102338..74103352,.	TCGA-B6-A0RU	MB21D1	58619	chr6:74161403..74162404,-	POLR2A-human	5
HS_chr6_74102838_74102852	chr6:74102338..74103352,.	TCGA-B6-A0RU	SLC17A5	58622	chr6:74363108..74364109,-	POLR2A-human	3
HS_chr6_7496689_7496877	chr6:7496189..7497377,.	TCGA-E2-A15E	DSP	58208	chr6:7541648..7542649,+	POLR2A-human	3
HS_chr6_7543556_7543620	chr6:7543056..7544120,.	TCGA-A8-A092	SNRNP48	58209	chr6:7589990..7590991,+	POLR2A-human	7
HS_chr6_7744784_7744816	chr6:7744284..7745316,.	TCGA-B6-A0IJ	BMP6	58210	chr6:7726688..7727689,+	POLR2A-human	2
HS_chr6_7925781_7925861	chr6:7925281..7926361,.	TCGA-B6-A0IQ	TXNDC5	58211	chr6:7910508..7911509,-	POLR2A-human	15
HS_chr6_82304587_82304646	chr6:82304087..82305146,.	TCGA-A2-A0D0	FAM46A_ENST00000412306	107068	chr6:82461028..82462029,-	POLR2A-human	2
HS_chr6_82304587_82304646	chr6:82304087..82305146,.	TCGA-A2-A0D0	FAM46A	69238	chr6:82461357..82462358,-	POLR2A-human	2
HS_chr6_82304587_82304646	chr6:82304087..82305146,.	TCGA-A2-A0D0	FAM46A_ENST00000369756	101571	chr6:82461990..82462991,-	POLR2A-human	2
HS_chr6_82305906_82305971	chr6:82305406..82306471,.	TCGA-AO-A0J6	FAM46A_ENST00000412306	107068	chr6:82461028..82462029,-	POLR2A-human	2
HS_chr6_82305906_82305971	chr6:82305406..82306471,.	TCGA-AO-A0J6	FAM46A	69238	chr6:82461357..82462358,-	POLR2A-human	2
HS_chr6_82305906_82305971	chr6:82305406..82306471,.	TCGA-AO-A0J6	FAM46A_ENST00000369756	101571	chr6:82461990..82462991,-	POLR2A-human	2
HS_chr6_82469566_82469659	chr6:82469066..82470159,.	TCGA-E2-A152	FAM46A_ENST00000412306	107068	chr6:82461028..82462029,-	POLR2A-human	8
HS_chr6_82481659_82481694	chr6:82481159..82482194,.	TCGA-AR-A0TX	FAM46A_ENST00000412306	107068	chr6:82461028..82462029,-	POLR2A-human	2
HS_chr6_82469566_82469659	chr6:82469066..82470159,.	TCGA-E2-A152	FAM46A	69238	chr6:82461357..82462358,-	POLR2A-human	8
HS_chr6_82481659_82481694	chr6:82481159..82482194,.	TCGA-AR-A0TX	FAM46A	69238	chr6:82461357..82462358,-	POLR2A-human	2
HS_chr6_82469566_82469659	chr6:82469066..82470159,.	TCGA-E2-A152	FAM46A_ENST00000369756	101571	chr6:82461990..82462991,-	POLR2A-human	8
HS_chr6_82481659_82481694	chr6:82481159..82482194,.	TCGA-AR-A0TX	FAM46A_ENST00000369756	101571	chr6:82461990..82462991,-	POLR2A-human	2
HS_chr6_83190088_83190126	chr6:83189588..83190626,.	TCGA-AR-A0TX	TPBG	58635	chr6:83074178..83075179,+	POLR2A-human	2
HS_chr6_83243502_83243578	chr6:83243002..83244078,.	TCGA-A2-A0D0	TPBG	58635	chr6:83074178..83075179,+	POLR2A-human	2
HS_chr6_87873180_87873231	chr6:87872680..87873731,.	TCGA-E2-A152	ZNF292_ENST00000369577	92122	chr6:87864809..87865810,+	POLR2A-human	8
HS_chr6_87881992_87881996	chr6:87881492..87882496,.	TCGA-B6-A0RT	ZNF292_ENST00000369577	92122	chr6:87864809..87865810,+	POLR2A-human	5
HS_chr6_88412046_88412085	chr6:88411546..88412585,.	TCGA-A2-A0D2	RARS2	58650	chr6:88299174..88300175,-	POLR2A-human	4
HS_chr6_88412046_88412085	chr6:88411546..88412585,.	TCGA-A2-A0D2	ORC3	767	chr6:88299386..88300387,+	POLR2A-human	4
HS_chr6_90224562_90224629	chr6:90224062..90225129,.	TCGA-BH-A0B9	ANKRD6	81398	chr6:90276195..90277196,+	POLR2A-human	2
HS_chr6_93797557_93797594	chr6:93797057..93798094,.	TCGA-A2-A04P	EPHA7	158	chr6:94128558..94129559,-	POLR2A-human	2
HS_chr6_93797557_93797594	chr6:93797057..93798094,.	TCGA-A2-A04P	EPHA7_ENST00000369303	106510	chr6:94128558..94129559,-	POLR2A-human	2
HS_chr6_96672919_96672992	chr6:96672419..96673492,.	TCGA-A2-A0EY	KIAA0776	58668	chr6:96969249..96970250,+	POLR2A-human	2
HS_chr6_99999207_99999228	chr6:99998707..99999728,.	TCGA-E2-A15H	CCNC_ENST00000520429	93705	chr6:100015902..100016903,-	POLR2A-human	3
HS_chr6_99999859_99999901	chr6:99999359..100000401,.	TCGA-B6-A0RE	CCNC_ENST00000520429	93705	chr6:100015902..100016903,-	POLR2A-human	3
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-BH-A18R	LRCH4	69363	chr7:100183222..100184223,-	POLR2A-human	10
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-E2-A15E	LRCH4	69363	chr7:100183222..100184223,-	POLR2A-human	10
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-BH-A18R	FBXO24	7042	chr7:100183748..100184749,+	POLR2A-human	10
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-E2-A15E	FBXO24	7042	chr7:100183748..100184749,+	POLR2A-human	10
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-BH-A18R	PCOLCE	59215	chr7:100199579..100200580,+	POLR2A-human	14
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-E2-A15E	PCOLCE	59215	chr7:100199579..100200580,+	POLR2A-human	14
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-BH-A18R	GNB2	1014	chr7:100273388..100274389,+	POLR2A-human	16
HS_chr7_100207467_100207538	chr7:100206967..100208038,.	TCGA-E2-A15E	GNB2	1014	chr7:100273388..100274389,+	POLR2A-human	16
HS_chr7_100551180_100551265	chr7:100550680..100551765,.	TCGA-AR-A0TX	ACHE	59224	chr7:100491352..100492353,-	POLR2A-human	2
HS_chr7_100551180_100551265	chr7:100550680..100551765,.	TCGA-BH-A18M	ACHE	59224	chr7:100491352..100492353,-	POLR2A-human	2
HS_chr7_100551180_100551265	chr7:100550680..100551765,.	TCGA-AR-A0TX	ACHE_ENST00000412389	99301	chr7:100491352..100492353,-	POLR2A-human	2
HS_chr7_100551180_100551265	chr7:100550680..100551765,.	TCGA-BH-A18M	ACHE_ENST00000412389	99301	chr7:100491352..100492353,-	POLR2A-human	2
HS_chr7_100786826_100786908	chr7:100786326..100787408,.	TCGA-BH-A0WA	TRIM56	5421	chr7:100730093..100731094,+	POLR2A-human	2
HS_chr7_100786826_100786908	chr7:100786326..100787408,.	TCGA-BH-A0WA	TRIM56_ENST00000306085	95523	chr7:100730093..100731094,+	POLR2A-human	2
HS_chr7_100786826_100786908	chr7:100786326..100787408,.	TCGA-BH-A0WA	AP1S1	4966	chr7:100797295..100798296,+	POLR2A-human	3
HS_chr7_100786826_100786908	chr7:100786326..100787408,.	TCGA-BH-A0WA	VGF	59226	chr7:100807623..100808624,-	POLR2A-human	19
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	VGF	59226	chr7:100807623..100808624,-	POLR2A-human	2
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	MOGAT3	59228	chr7:100843634..100844635,-	POLR2A-human	2
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	MOGAT3_ENST00000379423	101156	chr7:100843634..100844635,-	POLR2A-human	2
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	MOGAT3_ENST00000440203	101155	chr7:100843634..100844635,-	POLR2A-human	2
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	PLOD3	59229	chr7:100860054..100861055,-	POLR2A-human	7
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	PLOD3_ENST00000414785	95524	chr7:100860749..100861750,-	POLR2A-human	7
HS_chr7_100879702_100879719	chr7:100879202..100880219,.	TCGA-A8-A094	ZNHIT1	59230	chr7:100860976..100861977,+	POLR2A-human	7
HS_chr7_101181764_101181879	chr7:101181264..101182379,.	TCGA-A2-A0D2	RABL5	59232	chr7:100964489..100965490,-	POLR2A-human	2
HS_chr7_100965734_100965803	chr7:100965234..100966303,.	TCGA-AR-A0TX	EMID2	81548	chr7:101005813..101006814,+	POLR2A-human	7
HS_chr7_101181764_101181879	chr7:101181264..101182379,.	TCGA-A2-A0D2	CUX1_ENST00000292538	90283	chr7:101458810..101459811,+	POLR2A-human	2
HS_chr7_101181764_101181879	chr7:101181264..101182379,.	TCGA-A2-A0D2	CUX1	59233	chr7:101460419..101461420,+	POLR2A-human	2
HS_chr7_101641779_101641847	chr7:101641279..101642347,.	TCGA-AR-A0TX	CUX1_ENST00000292538	90283	chr7:101458810..101459811,+	POLR2A-human	2
HS_chr7_101649013_101649143	chr7:101648513..101649643,.	TCGA-A8-A075	CUX1_ENST00000292538	90283	chr7:101458810..101459811,+	POLR2A-human	24
HS_chr7_101728354_101728409	chr7:101727854..101728909,.	TCGA-A8-A08L	CUX1_ENST00000292538	90283	chr7:101458810..101459811,+	POLR2A-human	4
HS_chr7_101649013_101649143	chr7:101648513..101649643,.	TCGA-A8-A075	CUX1	59233	chr7:101460419..101461420,+	POLR2A-human	24
HS_chr7_101728354_101728409	chr7:101727854..101728909,.	TCGA-A8-A08L	CUX1	59233	chr7:101460419..101461420,+	POLR2A-human	4
HS_chr7_103088012_103088075	chr7:103087512..103088575,.	TCGA-A8-A08L	PMPCB	59242	chr7:102937406..102938407,+	POLR2A-human	4
HS_chr7_105185514_105185586	chr7:105185014..105186086,.	TCGA-A8-A094	RINT1	69376	chr7:105172262..105173263,+	POLR2A-human	2
HS_chr7_105185514_105185586	chr7:105185014..105186086,.	TCGA-BH-A0B9	RINT1	69376	chr7:105172262..105173263,+	POLR2A-human	2
HS_chr7_105850323_105850354	chr7:105849823..105850854,.	TCGA-AN-A0AT	NAMPT	59248	chr7:105924829..105925830,-	POLR2A-human	2
HS_chr7_105981616_105981671	chr7:105981116..105982171,.	TCGA-AR-A0TX	NAMPT	59248	chr7:105924829..105925830,-	POLR2A-human	2
HS_chr7_107148409_107148441	chr7:107147909..107148941,.	TCGA-A2-A0D2	COG5	59252	chr7:107203933..107204934,-	POLR2A-human	6
HS_chr7_107148409_107148441	chr7:107147909..107148941,.	TCGA-A2-A0D2	BCAP29	69378	chr7:107220717..107221718,+	POLR2A-human	8
HS_chr7_107148409_107148441	chr7:107147909..107148941,.	TCGA-B6-A0I2	COG5	59252	chr7:107203933..107204934,-	POLR2A-human	6
HS_chr7_107148409_107148441	chr7:107147909..107148941,.	TCGA-B6-A0I2	BCAP29	69378	chr7:107220717..107221718,+	POLR2A-human	8
HS_chr7_107185846_107185879	chr7:107185346..107186379,.	TCGA-AR-A0TX	COG5	59252	chr7:107203933..107204934,-	POLR2A-human	2
HS_chr7_107898896_107898926	chr7:107898396..107899426,.	TCGA-A2-A04X	NRCAM	59260	chr7:107880007..107881008,-	POLR2A-human	2
HS_chr7_107898896_107898926	chr7:107898396..107899426,.	TCGA-A2-A04X	NRCAM_ENST00000379022	101459	chr7:107880007..107881008,-	POLR2A-human	2
HS_chr7_107898896_107898926	chr7:107898396..107899426,.	TCGA-A2-A04X	NRCAM_ENST00000379028	94847	chr7:107880007..107881008,-	POLR2A-human	2
HS_chr7_10965115_10965164	chr7:10964615..10965664,.	TCGA-C8-A12Q	PHF14	4041	chr7:11013450..11014451,+	POLR2A-human	2
HS_chr7_10965115_10965164	chr7:10964615..10965664,.	TCGA-C8-A12Q	PHF14_ENST00000403050	105730	chr7:11013450..11014451,+	POLR2A-human	2
HS_chr7_10995159_10995228	chr7:10994659..10995728,.	TCGA-A2-A0EY	PHF14	4041	chr7:11013450..11014451,+	POLR2A-human	5
HS_chr7_10995159_10995228	chr7:10994659..10995728,.	TCGA-A2-A0EY	PHF14_ENST00000403050	105730	chr7:11013450..11014451,+	POLR2A-human	5
HS_chr7_11037400_11037427	chr7:11036900..11037927,.	TCGA-A7-A0CE	PHF14	4041	chr7:11013450..11014451,+	POLR2A-human	3
HS_chr7_11037400_11037427	chr7:11036900..11037927,.	TCGA-A7-A0CE	PHF14_ENST00000403050	105730	chr7:11013450..11014451,+	POLR2A-human	3
HS_chr7_112570086_112570157	chr7:112569586..112570657,.	TCGA-A8-A094	C7orf60	75602	chr7:112579304..112580305,-	POLR2A-human	2
HS_chr7_115979322_115979374	chr7:115978822..115979874,.	TCGA-A2-A04Q	TES	59270	chr7:115850261..115851262,+	POLR2A-human	2
HS_chr7_115910428_115910484	chr7:115909928..115910984,.	TCGA-BH-A18U	CAV1	59272	chr7:116164616..116165617,+	POLR2A-human	10
HS_chr7_117801612_117801640	chr7:117801112..117802140,.	TCGA-A8-A094	NAA38	59279	chr7:117823777..117824778,+	POLR2A-human	2
HS_chr7_122428698_122428778	chr7:122428198..122429278,.	TCGA-AO-A0J4	CADPS2	81447	chr7:122525890..122526891,-	POLR2A-human	2
HS_chr7_122428698_122428778	chr7:122428198..122429278,.	TCGA-AO-A0J4	CADPS2_ENST00000313070	105050	chr7:122525890..122526891,-	POLR2A-human	2
HS_chr7_122509112_122509165	chr7:122508612..122509665,.	TCGA-A2-A04P	CADPS2	81447	chr7:122525890..122526891,-	POLR2A-human	2
HS_chr7_122509112_122509165	chr7:122508612..122509665,.	TCGA-A2-A04P	CADPS2_ENST00000313070	105050	chr7:122525890..122526891,-	POLR2A-human	2
HS_chr7_130362622_130362640	chr7:130362122..130363140,.	TCGA-A2-A0EY	COPG2_ENST00000445977	94691	chr7:130353007..130354008,-	POLR2A-human	2
HS_chr7_131151648_131151695	chr7:131151148..131152195,.	TCGA-C8-A130	MKLN1	69396	chr7:131012158..131013159,+	POLR2A-human	3
HS_chr7_131805559_131805610	chr7:131805059..131806110,.	TCGA-B6-A0I2	Q8NAP5_HUMAN	78868	chr7:131814488..131815489,-	POLR2A-human	6
HS_chr7_134672149_134672226	chr7:134671649..134672726,.	TCGA-AR-A0TX	C7orf49	59335	chr7:134853089..134854090,-	POLR2A-human	13
HS_chr7_134672149_134672226	chr7:134671649..134672726,.	TCGA-AR-A0TX	C7orf49_ENST00000393114	95753	chr7:134853173..134854174,-	POLR2A-human	13
HS_chr7_134672149_134672226	chr7:134671649..134672726,.	TCGA-BH-A0WA	C7orf49	59335	chr7:134853089..134854090,-	POLR2A-human	13
HS_chr7_134672149_134672226	chr7:134671649..134672726,.	TCGA-BH-A0WA	C7orf49_ENST00000393114	95753	chr7:134853173..134854174,-	POLR2A-human	13
HS_chr7_138434150_138434207	chr7:138433650..138434707,.	TCGA-A2-A0D2	TIF1	495	chr7:138144793..138145794,+	POLR2A-human	2
HS_chr7_138434150_138434207	chr7:138433650..138434707,.	TCGA-A2-A0D2	TRIM24	2900	chr7:138144793..138145794,+	POLR2A-human	2
HS_chr7_138434150_138434207	chr7:138433650..138434707,.	TCGA-A2-A0D2	TRIM24_ENST00000378381	93947	chr7:138145309..138146310,+	POLR2A-human	2
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-A2-A04Q	ZC3HAV1	59348	chr7:138793576..138794577,-	POLR2A-human	4
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-AN-A0G0	ZC3HAV1	59348	chr7:138793576..138794577,-	POLR2A-human	4
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-A2-A04Q	TTC26	59349	chr7:138818103..138819104,+	POLR2A-human	2
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-AN-A0G0	TTC26	59349	chr7:138818103..138819104,+	POLR2A-human	2
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-A2-A04Q	LUC7L2	75608	chr7:139044507..139045508,+	POLR2A-human	2
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-A2-A04Q	LUC7L2_ENST00000541170	104866	chr7:139055657..139056658,+	POLR2A-human	5
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-A2-A04Q	LUC7L2_ENST00000263545	104867	chr7:139058659..139059660,+	POLR2A-human	5
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-A2-A04Q	ENSG00000214117	106628	chr7:139076578..139077579,+	POLR2A-human	2
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-AN-A0G0	LUC7L2	75608	chr7:139044507..139045508,+	POLR2A-human	2
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-AN-A0G0	LUC7L2_ENST00000541170	104866	chr7:139055657..139056658,+	POLR2A-human	5
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-AN-A0G0	LUC7L2_ENST00000263545	104867	chr7:139058659..139059660,+	POLR2A-human	5
HS_chr7_139025406_139025503	chr7:139024906..139026003,.	TCGA-AN-A0G0	ENSG00000214117	106628	chr7:139076578..139077579,+	POLR2A-human	2
HS_chr7_139882458_139882531	chr7:139881958..139883031,.	TCGA-A2-A04P	JHDM1D	75609	chr7:139876236..139877237,-	POLR2A-human	13
HS_chr7_139882458_139882531	chr7:139881958..139883031,.	TCGA-B6-A0RU	JHDM1D	75609	chr7:139876236..139877237,-	POLR2A-human	13
HS_chr7_141409185_141409219	chr7:141408685..141409719,.	TCGA-B6-A0IQ	KIAA1147	78413	chr7:141401452..141402453,-	POLR2A-human	9
HS_chr7_142861_142896	chr7:142361..143396,.	TCGA-AO-A03L	FAM20C	95098	chr7:192699..193700,+	POLR2A-human	3
HS_chr7_142633575_142633661	chr7:142633075..142634161,.	TCGA-E2-A152	TRPV6	59369	chr7:142582760..142583761,-	POLR2A-human	2
HS_chr7_143074245_143074285	chr7:143073745..143074785,.	TCGA-AR-A0TX	GSTK1	59372	chr7:142960106..142961107,+	POLR2A-human	2
HS_chr7_143074245_143074285	chr7:143073745..143074785,.	TCGA-AR-A0TX	GSTK1_ENST00000479303	99309	chr7:142960106..142961107,+	POLR2A-human	2
HS_chr7_143063857_143063921	chr7:143063357..143064421,.	TCGA-AQ-A04J	CASP2	1404	chr7:142985048..142986049,+	POLR2A-human	2
HS_chr7_143063857_143063921	chr7:143063357..143064421,.	TCGA-AQ-A04J	FAM131B	59376	chr7:143056685..143057686,-	POLR2A-human	4
HS_chr7_143074245_143074285	chr7:143073745..143074785,.	TCGA-AR-A0TX	FAM131B_ENST00000443739	91071	chr7:143059195..143060196,-	POLR2A-human	3
HS_chr7_144497018_144497088	chr7:144496518..144497588,.	TCGA-A2-A0EY	TPK1	7082	chr7:144532194..144533195,-	POLR2A-human	2
HS_chr7_1459066_1459113	chr7:1458566..1459613,.	TCGA-A8-A094	MICALL2	58906	chr7:1498461..1499462,-	POLR2A-human	5
HS_chr7_148587326_148587359	chr7:148586826..148587859,.	TCGA-A2-A0EY	PDIA4	59386	chr7:148724999..148726000,-	POLR2A-human	2
HS_chr7_148782535_148782655	chr7:148782035..148783155,.	TCGA-A8-A08L	PDIA4	59386	chr7:148724999..148726000,-	POLR2A-human	3
HS_chr7_148782535_148782655	chr7:148782035..148783155,.	TCGA-A8-A08L	ZNF786	77289	chr7:148787231..148788232,-	POLR2A-human	8
HS_chr7_148800547_148800601	chr7:148800047..148801101,.	TCGA-AN-A0G0	ZNF786	77289	chr7:148787231..148788232,-	POLR2A-human	6
HS_chr7_148800547_148800601	chr7:148800047..148801101,.	TCGA-AN-A0G0	ZNF425	69412	chr7:148822804..148823805,-	POLR2A-human	4
HS_chr7_148891962_148891994	chr7:148891462..148892494,.	TCGA-AR-A0TX	ZNF425	69412	chr7:148822804..148823805,-	POLR2A-human	13
HS_chr7_148891962_148891994	chr7:148891462..148892494,.	TCGA-AR-A0TX	ZNF398	59387	chr7:148844334..148845335,+	POLR2A-human	8
HS_chr7_148891962_148891994	chr7:148891462..148892494,.	TCGA-AR-A0TX	ZNF212	59389	chr7:148936369..148937370,+	POLR2A-human	7
HS_chr7_148891962_148891994	chr7:148891462..148892494,.	TCGA-AR-A0TX	ZNF783	94590	chr7:148958924..148959925,+	POLR2A-human	4
HS_chr7_148891962_148891994	chr7:148891462..148892494,.	TCGA-AR-A0TX	ZNF783_ENST00000418158	104679	chr7:148982063..148983064,+	POLR2A-human	2
HS_chr7_148967479_148967524	chr7:148966979..148968024,.	TCGA-A2-A0EY	ZNF212	59389	chr7:148936369..148937370,+	POLR2A-human	2
HS_chr7_148967479_148967524	chr7:148966979..148968024,.	TCGA-A2-A0EY	ZNF783	94590	chr7:148958924..148959925,+	POLR2A-human	9
HS_chr7_150113736_150113792	chr7:150113236..150114292,.	TCGA-A2-A04P	REPIN1_ENST00000489432	99313	chr7:150066300..150067301,+	POLR2A-human	6
HS_chr7_150113736_150113792	chr7:150113236..150114292,.	TCGA-A2-A04P	REPIN1	75613	chr7:150067830..150068831,+	POLR2A-human	6
HS_chr7_150717441_150717463	chr7:150716941..150717963,.	TCGA-A2-A04P	ABCB8_ENST00000542328	106024	chr7:150725053..150726054,+	POLR2A-human	8
HS_chr7_150717441_150717463	chr7:150716941..150717963,.	TCGA-A2-A04P	ABCB8	5815	chr7:150725102..150726103,+	POLR2A-human	8
HS_chr7_150717441_150717463	chr7:150716941..150717963,.	TCGA-A2-A04P	ABCB8_ENST00000356058	106025	chr7:150725102..150726103,+	POLR2A-human	8
HS_chr7_151030351_151030448	chr7:151029851..151030948,.	TCGA-BH-A0WA	CHPF2	69415	chr7:150930597..150931598,+	POLR2A-human	2
HS_chr7_1526517_1526523	chr7:1526017..1527023,.	TCGA-AN-A0G0	TMEM184A	75562	chr7:1594619..1595620,-	POLR2A-human	2
HS_chr7_1526517_1526523	chr7:1526017..1527023,.	TCGA-AN-A0G0	PSMG3	58908	chr7:1608474..1609475,-	POLR2A-human	2
HS_chr7_154990115_154990198	chr7:154989615..154990698,.	TCGA-B6-A0RE	INSIG1	59422	chr7:155089495..155090496,+	POLR2A-human	3
HS_chr7_155100519_155100559	chr7:155100019..155101059,.	TCGA-A7-A0CE	INSIG1	59422	chr7:155089495..155090496,+	POLR2A-human	8
HS_chr7_155560872_155560891	chr7:155560372..155561391,.	TCGA-A8-A075	INSIG1	59422	chr7:155089495..155090496,+	POLR2A-human	2
HS_chr7_155560872_155560891	chr7:155560372..155561391,.	TCGA-A8-A094	INSIG1	59422	chr7:155089495..155090496,+	POLR2A-human	2
HS_chr7_155274340_155274384	chr7:155273840..155274884,.	TCGA-E2-A152	EN2	59423	chr7:155250572..155251573,+	POLR2A-human	3
HS_chr7_155705129_155705231	chr7:155704629..155705731,.	TCGA-AN-A0G0	SHH	59424	chr7:155604315..155605316,-	POLR2A-human	4
HS_chr7_155744411_155744469	chr7:155743911..155744969,.	TCGA-GM-A2DF	SHH	59424	chr7:155604315..155605316,-	POLR2A-human	31
HS_chr7_156367427_156367507	chr7:156366927..156368007,.	TCGA-A2-A0EY	C7orf13	105378	chr7:156432847..156433848,-	POLR2A-human	4
HS_chr7_156853195_156853297	chr7:156852695..156853797,.	TCGA-AO-A0J6	MNX1_ENST00000543409	106047	chr7:156801245..156802246,-	POLR2A-human	2
HS_chr7_156853195_156853297	chr7:156852695..156853797,.	TCGA-AO-A0J6	MNX1	6174	chr7:156802543..156803544,-	POLR2A-human	2
HS_chr7_156903762_156903774	chr7:156903262..156904274,.	TCGA-A2-A0D2	UBE3C	4356	chr7:156931466..156932467,+	POLR2A-human	2
HS_chr7_158327003_158327116	chr7:158326503..158327616,.	TCGA-A8-A08B	PTPRN2_ENST00000404321	101445	chr7:158333797..158334798,-	POLR2A-human	2
HS_chr7_1680473_1680527	chr7:1679973..1681027,.	TCGA-AO-A0J2	PSMG3	58908	chr7:1608474..1609475,-	POLR2A-human	2
HS_chr7_16686452_16686508	chr7:16685952..16687008,.	TCGA-AN-A0AT	ISPD	90718	chr7:16460446..16461447,-	POLR2A-human	5
HS_chr7_16686452_16686508	chr7:16685952..16687008,.	TCGA-AN-A0AT	ISPD_ENST00000407010	93562	chr7:16460446..16461447,-	POLR2A-human	5
HS_chr7_16686452_16686508	chr7:16685952..16687008,.	TCGA-AN-A0AT	BZW2	58938	chr7:16704568..16705569,+	POLR2A-human	3
HS_chr7_16686452_16686508	chr7:16685952..16687008,.	TCGA-AN-A0AT	TSPAN13	58939	chr7:16793092..16794093,+	POLR2A-human	2
HS_chr7_16686452_16686508	chr7:16685952..16687008,.	TCGA-AN-A0AT	AGR2	58940	chr7:16840919..16841920,-	POLR2A-human	5
HS_chr7_16849474_16849514	chr7:16848974..16850014,.	TCGA-AR-A0TX	AGR2	58940	chr7:16840919..16841920,-	POLR2A-human	4
HS_chr7_17853474_17853533	chr7:17852974..17854033,.	TCGA-AO-A03N	SNX13	5325	chr7:17979417..17980418,-	POLR2A-human	2
HS_chr7_308853_308870	chr7:308353..309370,.	TCGA-AO-A0J2	FAM20C	95098	chr7:192699..193700,+	POLR2A-human	2
HS_chr7_309673_309726	chr7:309173..310226,.	TCGA-AN-A0G0	FAM20C	95098	chr7:192699..193700,+	POLR2A-human	2
HS_chr7_20356694_20356723	chr7:20356194..20357223,.	TCGA-A2-A0D1	ITGB8	5149	chr7:20370929..20371930,+	POLR2A-human	2
HS_chr7_20356694_20356723	chr7:20356194..20357223,.	TCGA-A2-A0D1	ITGB8_ENST00000222573	92761	chr7:20370929..20371930,+	POLR2A-human	2
HS_chr7_20669479_20669524	chr7:20668979..20670024,.	TCGA-A8-A09I	ABCB5_ENST00000404938	94902	chr7:20662408..20663409,+	POLR2A-human	3
HS_chr7_21801131_21801178	chr7:21800631..21801678,.	TCGA-A8-A09I	SP4	58949	chr7:21467369..21468370,+	POLR2A-human	2
HS_chr7_23119617_23119667	chr7:23119117..23120167,.	TCGA-A8-A094	KLHL7_ENST00000339077	94572	chr7:23145145..23146146,+	POLR2A-human	3
